"","species","decimalLongitude","decimalLatitude"
"15743","Pteridium aquilinum",-80.513838,44.392068
"15744","Pteridium aquilinum",-81.219378,45.008001
"15745","Pteridium aquilinum",-81.493332,44.406387
"15746","Pteridium aquilinum",-122.076033,47.456234
"15747","Pteridium aquilinum",-80.349047,43.308369
"15748","Pteridium aquilinum",-76.092652,45.502788
"15749","Pteridium aquilinum",-116.8444,33.9933
"15750","Pteridium aquilinum",-124.333333,50.5
"15751","Pteridium aquilinum",-122.633333,55.333333
"15752","Pteridium aquilinum",-123.366667,48.516667
"15753","Pteridium aquilinum",-125.933333,49.55
"15754","Pteridium aquilinum",-74.906931,41.081616
"15755","Pteridium aquilinum",-82.530044,33.74522
"15756","Pteridium aquilinum",-85.781897,44.63483
"15757","Pteridium aquilinum",-81.469978,27.765108
"15758","Pteridium aquilinum",-81.02173,33.838253
"15759","Pteridium aquilinum",-81.346189,26.161304
"15760","Pteridium aquilinum",-116.923467,33.335203
"15761","Pteridium aquilinum",-116.907014,33.332258
"15762","Pteridium aquilinum",-122.897125,49.311328
"15763","Pteridium aquilinum",-122.256148,37.290518
"15764","Pteridium aquilinum",-121.516647,36.014053
"15765","Pteridium aquilinum",-156.244066,20.665201
"15766","Pteridium aquilinum",-88.753533,30.399817
"15767","Pteridium aquilinum",-80.886307,48.573019
"15768","Pteridium aquilinum",-84.692176,49.458418
"15769","Pteridium aquilinum",-81.495463,44.397795
"15770","Pteridium aquilinum",-81.46304,44.416841
"15771","Pteridium aquilinum",-80.289039,46.263267
"15772","Pteridium aquilinum",-71.173775,44.713828
"15773","Pteridium aquilinum",-77.259205,42.625975
"15774","Pteridium aquilinum",-79.545901,39.947906
"15775","Pteridium aquilinum",-77.433113,39.629383
"15776","Pteridium aquilinum",-71.962186,42.24226
"15777","Pteridium aquilinum",-123.930642,41.840275
"15778","Pteridium aquilinum",-122.276932,37.197659
"15779","Pteridium aquilinum",-83.917277,46.075617
"15780","Pteridium aquilinum",-120.097503,38.874639
"15781","Pteridium aquilinum",-77.583788,45.605478
"15782","Pteridium aquilinum",-87.007144,41.676929
"15783","Pteridium aquilinum",-84.879302,45.927662
"15784","Pteridium aquilinum",-76.315002,39.809166
"15785","Pteridium aquilinum",-93.828347,30.626539
"15786","Pteridium aquilinum",-68.251874,44.32419
"15787","Pteridium aquilinum",-76.690944,39.494502
"15788","Pteridium aquilinum",-84.657903,44.739353
"15789","Pteridium aquilinum",-94.981441,32.770713
"15790","Pteridium aquilinum",-95.784371,30.538699
"15791","Pteridium aquilinum",-95.782961,30.538545
"15792","Pteridium aquilinum",-85.630905,34.384157
"15793","Pteridium aquilinum",-96.797268,30.767473
"15794","Pteridium aquilinum",-94.165181,32.695652
"15795","Pteridium aquilinum",-64.712598,47.719125
"15796","Pteridium aquilinum",-84.591457,46.542002
"15797","Pteridium aquilinum",-123.795045,39.304272
"15798","Pteridium aquilinum",-64.952356,47.51974
"15799","Pteridium aquilinum",-120.088989,38.878231
"15800","Pteridium aquilinum",-115.444698,46.876559
"15801","Pteridium aquilinum",-116.583992,33.107011
"15802","Pteridium aquilinum",-122.865892,49.372147
"15803","Pteridium aquilinum",-122.864389,49.375892
"15804","Pteridium aquilinum",-77.585962,45.60683
"15805","Pteridium aquilinum",-76.172639,42.079998
"15806","Pteridium aquilinum",-123.929355,47.860033
"15807","Pteridium aquilinum",-69.142717,44.231768
"15808","Pteridium aquilinum",-77.641922,42.992486
"15809","Pteridium aquilinum",-84.607828,33.394557
"15810","Pteridium aquilinum",-123.3106,48.051567
"15811","Pteridium aquilinum",-95.756935,30.489496
"15812","Pteridium aquilinum",-121.621873,47.432604
"15813","Pteridium aquilinum",-72.388298,43.146387
"15814","Pteridium aquilinum",-96.745753,30.812831
"15815","Pteridium aquilinum",-94.237504,30.351176
"15816","Pteridium aquilinum",-91.206075,47.388393
"15817","Pteridium aquilinum",-97.18656,30.33399
"15818","Pteridium aquilinum",-76.851026,36.815127
"15819","Pteridium aquilinum",-73.675964,4.60188
"15820","Pteridium aquilinum",-73.675995,4.60171
"15821","Pteridium aquilinum",-73.67599,4.601533
"15822","Pteridium aquilinum",-73.67595,4.601368
"15823","Pteridium aquilinum",-73.67605,4.601214
"15824","Pteridium aquilinum",-73.67648,4.601205
"15825","Pteridium aquilinum",-73.67698,4.600938
"15826","Pteridium aquilinum",-73.67687,4.600537
"15827","Pteridium aquilinum",-73.67676,4.600415
"15828","Pteridium aquilinum",-73.676674,4.600261
"15829","Pteridium aquilinum",-73.67715,4.600608
"15830","Pteridium aquilinum",-73.693054,4.600317
"15831","Pteridium aquilinum",-73.69426,4.600049
"15832","Pteridium aquilinum",-73.69461,4.59957
"15833","Pteridium aquilinum",-73.67464,4.60455
"15834","Pteridium aquilinum",-73.67525,4.60354
"15835","Pteridium aquilinum",-73.67508,4.603612
"15836","Pteridium aquilinum",-73.67495,4.60377
"15837","Pteridium aquilinum",-73.68468,4.597661
"15838","Pteridium aquilinum",-73.682175,4.599411
"15839","Pteridium aquilinum",-73.68347,4.599752
"15840","Pteridium aquilinum",-73.6855,4.598967
"15841","Pteridium aquilinum",-73.67702,4.600576
"15842","Pteridium aquilinum",-73.684906,4.597853
"15843","Pteridium aquilinum",-73.68482,4.597753
"15844","Pteridium aquilinum",-73.68331,4.60018
"15845","Pteridium aquilinum",-73.68336,4.599821
"15846","Pteridium aquilinum",-73.68656,4.596118
"15847","Pteridium aquilinum",-73.68663,4.595954
"15848","Pteridium aquilinum",-73.68647,4.596441
"15849","Pteridium aquilinum",-77.820457,45.718072
"15850","Pteridium aquilinum",-123.96674,46.209222
"15851","Pteridium aquilinum",-84.820433,47.761258
"15852","Pteridium aquilinum",-123.287261,47.505328
"15853","Pteridium aquilinum",-86.106422,34.802315
"15854","Pteridium aquilinum",-72.465187,42.306801
"15855","Pteridium aquilinum",-122.703042,49.301494
"15856","Pteridium aquilinum",-119.854791,37.878541
"15857","Pteridium aquilinum",-77.788887,45.721522
"15858","Pteridium aquilinum",-84.88957,47.799492
"15859","Pteridium aquilinum",-72.140393,43.590154
"15860","Pteridium aquilinum",-119.855545,37.876694
"15861","Pteridium aquilinum",-82.174867,30.336962
"15862","Pteridium aquilinum",-84.631225,36.389072
"15863","Pteridium aquilinum",-84.633562,36.389825
"15864","Pteridium aquilinum",-68.382639,44.328125
"15865","Pteridium aquilinum",-117.128216,34.275419
"15866","Pteridium aquilinum",-104.4267,44.5252
"15867","Pteridium aquilinum",-83.3536,34.725
"15868","Pteridium aquilinum",-109.1136,33.92122
"15869","Pteridium aquilinum",-112.266219,36.381893
"15870","Pteridium aquilinum",-105.4687,42.2693
"15871","Pteridium aquilinum",-92.698963,34.411243
"15872","Pteridium aquilinum",-94.485463,34.466668
"15873","Pteridium aquilinum",-109.6255,38.7306
"15874","Pteridium aquilinum",-112.071759,42.91342
"15875","Pteridium aquilinum",-90.24166,43.300278
"15876","Pteridium aquilinum",-120.7572,38.8692
"15877","Pteridium aquilinum",-113.0426,37.3231
"15878","Pteridium aquilinum",-109.220587,36.488682
"15879","Pteridium aquilinum",-112.66425,37.07847
"15880","Pteridium aquilinum",-111.9215,40.9819
"15881","Pteridium aquilinum",-109.1148,38.4268
"15882","Pteridium aquilinum",-103.686658,44.34592
"15883","Pteridium aquilinum",-70.082794,41.283456
"15884","Pteridium aquilinum",-113.4116,37.381
"15885","Pteridium aquilinum",-70.674472,41.381224
"15886","Pteridium aquilinum",-111.696137,40.570247
"15887","Pteridium aquilinum",-119.8328,39.1493
"15888","Pteridium aquilinum",-113.9156,39.7629
"15889","Pteridium aquilinum",-109.965115,32.703518
"15890","Pteridium aquilinum",-85.16933,32.44094
"15891","Pteridium aquilinum",-88.51725,41.896019
"15892","Pteridium aquilinum",-75.499369,43.181034
"15893","Pteridium aquilinum",-105,33
"15894","Pteridium aquilinum",-84.6083,35.1333
"15895","Pteridium aquilinum",-81.680392,26.039277
"15896","Pteridium aquilinum",-112.334,38.2298
"15897","Pteridium aquilinum",-106.403377,36.673238
"15898","Pteridium aquilinum",-89.95,30.52
"15899","Pteridium aquilinum",-112.3898,38.3175
"15900","Pteridium aquilinum",-121.7306,40.5364
"15901","Pteridium aquilinum",-92.198647,34.056441
"15902","Pteridium aquilinum",-103.7381,44.2386
"15903","Pteridium aquilinum",-73.08288,42.332032
"15904","Pteridium aquilinum",-95.052722,33.712231
"15905","Pteridium aquilinum",-92.887838,32.418192
"15906","Pteridium aquilinum",-110.1716,40.6563
"15907","Pteridium aquilinum",-83.754325,30.479928
"15908","Pteridium aquilinum",-117.7981,34.1883
"15909","Pteridium aquilinum",-80.003029,39.132934
"15910","Pteridium aquilinum",-110.7024,40.5838
"15911","Pteridium aquilinum",-95.183709,32.536303
"15912","Pteridium aquilinum",-54.5642,-25.7543
"15913","Pteridium aquilinum",-79.2561,-3.9958
"15914","Pteridium aquilinum",-78.0472,0.8011
"15915","Pteridium aquilinum",-79.1158,-1.7044
"15916","Pteridium aquilinum",-79.1744,-4.0344
"15917","Pteridium aquilinum",-72.8333,1.1167
"15918","Pteridium aquilinum",-122.265688,37.296193
"15919","Pteridium aquilinum",-122.824835,38.025929
"15920","Pteridium aquilinum",-109.278154,31.904849
"15921","Pteridium aquilinum",-123.734959,39.297452
"15922","Pteridium aquilinum",-123.317972,38.5707
"15923","Pteridium aquilinum",-119.5937,37.713087
"15924","Pteridium aquilinum",-64.964397,47.502523
"15925","Pteridium aquilinum",-122.94693,38.118631
"15926","Pteridium aquilinum",-83.353325,31.400779
"15927","Pteridium aquilinum",-116.59445,33.023123
"15928","Pteridium aquilinum",-88.758178,30.401183
"15929","Pteridium aquilinum",-78.868028,44.869475
"15930","Pteridium aquilinum",-119.633553,34.704342
"15931","Pteridium aquilinum",-120.104721,38.944168
"15932","Pteridium aquilinum",-78.180694,40.789531
"15933","Pteridium aquilinum",-84.520454,30.551757
"15934","Pteridium aquilinum",-74.337611,41.683303
"15935","Pteridium aquilinum",-72.393736,43.146819
"15936","Pteridium aquilinum",-95.898584,50.162784
"15937","Pteridium aquilinum",-71.488598,44.202243
"15938","Pteridium aquilinum",-74.341908,41.871381
"15939","Pteridium aquilinum",-89.044883,46.161553
"15940","Pteridium aquilinum",-86.710435,33.688937
"15941","Pteridium aquilinum",-86.69562,33.702745
"15942","Pteridium aquilinum",-121.875501,37.831135
"15943","Pteridium aquilinum",-86.086981,31.98909
"15944","Pteridium aquilinum",-121.595825,36.0808
"15945","Pteridium aquilinum",-97.269324,30.111011
"15946","Pteridium aquilinum",-80.78282,28.772647
"15947","Pteridium aquilinum",-81.201743,28.351932
"15948","Pteridium aquilinum",-84.806497,47.544522
"15949","Pteridium aquilinum",-79.1825,44.795278
"15950","Pteridium aquilinum",-122.267621,37.293713
"15951","Pteridium aquilinum",-82.847506,35.322211
"15952","Pteridium aquilinum",-115.429454,30.905578
"15953","Pteridium aquilinum",-122.787082,47.806261
"15954","Pteridium aquilinum",-76.095594,44.903547
"15955","Pteridium aquilinum",-80.517253,44.397853
"15956","Pteridium aquilinum",-121.833333,44.416667
"15957","Pteridium aquilinum",-118.709808,36.593795
"15958","Pteridium aquilinum",-122.658753,38.016583
"15959","Pteridium aquilinum",-67.873661,46.968955
"15960","Pteridium aquilinum",-117.313712,34.276327
"15961","Pteridium aquilinum",-122.795668,38.050981
"15962","Pteridium aquilinum",-111.099786,34.376767
"15963","Pteridium aquilinum",-81.739117,28.188646
"15964","Pteridium aquilinum",-95.338382,35.006569
"15965","Pteridium aquilinum",-80.593079,46.017422
"15966","Pteridium aquilinum",-124.040622,46.315864
"15967","Pteridium aquilinum",-122.016624,45.635578
"15968","Pteridium aquilinum",-80.319237,46.267139
"15969","Pteridium aquilinum",-72.101899,41.921245
"15970","Pteridium aquilinum",-122.68779,38.571335
"15971","Pteridium aquilinum",-88.700737,30.375542
"15972","Pteridium aquilinum",-122.290053,37.439656
"15973","Pteridium aquilinum",-80.325981,46.265804
"15974","Pteridium aquilinum",-79.093675,44.823142
"15975","Pteridium aquilinum",-84.710085,46.962918
"15976","Pteridium aquilinum",-86.058685,31.937857
"15977","Pteridium aquilinum",-77.3202,44.46623
"15978","Pteridium aquilinum",-74.259615,44.448803
"15979","Pteridium aquilinum",-87.457741,46.602413
"15980","Pteridium aquilinum",-84.716882,46.963423
"15981","Pteridium aquilinum",-116.676448,33.774234
"15982","Pteridium aquilinum",-122.692793,45.744692
"15983","Pteridium aquilinum",-122.163453,37.827572
"15984","Pteridium aquilinum",-66.66813,45.923978
"15985","Pteridium aquilinum",-124.072552,40.872855
"15986","Pteridium aquilinum",-122.73278,38.021454
"15987","Pteridium aquilinum",-86.604713,46.447746
"15988","Pteridium aquilinum",-78.882638,46.298568
"15989","Pteridium aquilinum",-81.434649,45.23143
"15990","Pteridium aquilinum",-109.32999,32.00182
"15991","Pteridium aquilinum",-122.335518,37.402313
"15992","Pteridium aquilinum",-78.810966,44.925552
"15993","Pteridium aquilinum",-70.47,18.72
"15994","Pteridium aquilinum",-73.610243,41.451939
"15995","Pteridium aquilinum",-120.9133,38.7889
"15996","Pteridium aquilinum",-47.85,-22.05
"15997","Pteridium aquilinum",-77.090706,34.793886
"15998","Pteridium aquilinum",-53.5289424075984,-16.9479263610366
"15999","Pteridium aquilinum",-119.8725,39.12228
"16000","Pteridium aquilinum",-78.43825,33.99211
"16001","Pteridium aquilinum",-73.8719,43.7081
"16002","Pteridium aquilinum",-75.72045,38.756431
"16003","Pteridium aquilinum",-67.099722,18.181389
"16004","Pteridium aquilinum",-122.05,37
"16005","Pteridium aquilinum",-76.979142,34.733994
"16006","Pteridium aquilinum",-89.422531,18.067861
"16007","Pteridium aquilinum",-73.997781,46.001173
"16008","Pteridium aquilinum",-79.871085,44.867177
"16009","Pteridium aquilinum",-77.634885,45.885665
"16010","Pteridium aquilinum",-78.0587,45.954655
"16011","Pteridium aquilinum",-77.842842,46.188658
"16012","Pteridium aquilinum",-122.304022,37.428659
"16013","Pteridium aquilinum",-77.841287,46.200847
"16014","Pteridium aquilinum",-80.49045,42.67046
"16015","Pteridium aquilinum",-80.459536,42.70179
"16016","Pteridium aquilinum",-80.460242,42.700372
"16017","Pteridium aquilinum",-121.632562,36.177433
"16018","Pteridium aquilinum",-121.63237,36.177433
"16019","Pteridium aquilinum",-122.938287,50.127195
"16020","Pteridium aquilinum",-96.852478,50.028283
"16021","Pteridium aquilinum",-74.741212,43.741437
"16022","Pteridium aquilinum",-72.362902,44.50924
"16023","Pteridium aquilinum",-67.643128,46.182103
"16024","Pteridium aquilinum",-119.929283,38.948313
"16025","Pteridium aquilinum",-72.501414,44.310563
"16026","Pteridium aquilinum",-73.402804,43.572046
"16027","Pteridium aquilinum",-120.313011,38.937537
"16028","Pteridium aquilinum",-123.028623,46.97618
"16029","Pteridium aquilinum",-122.657838,38.016304
"16030","Pteridium aquilinum",-117.189208,34.24834
"16031","Pteridium aquilinum",-94.174268,32.690213
"16032","Pteridium aquilinum",-81.46423,44.416881
"16033","Pteridium aquilinum",-80.222435,43.414268
"16034","Pteridium aquilinum",-80.07758,43.414685
"16035","Pteridium aquilinum",-76.033121,44.880859
"16036","Pteridium aquilinum",-78.29749,44.346016
"16037","Pteridium aquilinum",-80.522136,44.381905
"16038","Pteridium aquilinum",-79.641206,42.91814
"16039","Pteridium aquilinum",-84.488205,45.35098
"16040","Pteridium aquilinum",-116.753811,33.738662
"16041","Pteridium aquilinum",-78.137208,44.74995
"16042","Pteridium aquilinum",-117.56585,47.413655
"16043","Pteridium aquilinum",-64.948463,47.561319
"16044","Pteridium aquilinum",-89.746153,43.238354
"16045","Pteridium aquilinum",-85.94152,46.292463
"16046","Pteridium aquilinum",-89.808516,43.573073
"16047","Pteridium aquilinum",-97.276669,30.105348
"16048","Pteridium aquilinum",-78.833237,44.884195
"16049","Pteridium aquilinum",-66.953435,46.013485
"16050","Pteridium aquilinum",-72.723259,44.537267
"16051","Pteridium aquilinum",-63.42983,44.662548
"16052","Pteridium aquilinum",-119.857708,38.695673
"16053","Pteridium aquilinum",-122.299928,37.431947
"16054","Pteridium aquilinum",-119.854914,38.700635
"16055","Pteridium aquilinum",-65.411881,44.771544
"16056","Pteridium aquilinum",-88.462738,46.62376
"16057","Pteridium aquilinum",-122.305916,37.4338
"16058","Pteridium aquilinum",-72.352352,43.723285
"16059","Pteridium aquilinum",-122.304313,37.429517
"16060","Pteridium aquilinum",-84.48298,47.415832
"16061","Pteridium aquilinum",-124.026642,46.518957
"16062","Pteridium aquilinum",-85.946547,46.345492
"16063","Pteridium aquilinum",-121.820391,37.025834
"16064","Pteridium aquilinum",-72.664003,43.735062
"16065","Pteridium aquilinum",-120.742813,35.44339
"16066","Pteridium aquilinum",-120.097619,38.874607
"16067","Pteridium aquilinum",-120.121661,38.88427
"16068","Pteridium aquilinum",-118.738093,36.587479
"16069","Pteridium aquilinum",-85.872733,44.933772
"16070","Pteridium aquilinum",-85.88357,44.897665
"16071","Pteridium aquilinum",-87.0448,46.431072
"16072","Pteridium aquilinum",-87.562736,45.201778
"16073","Pteridium aquilinum",-86.68634,46.501301
"16074","Pteridium aquilinum",-86.805527,46.433601
"16075","Pteridium aquilinum",-87.039708,46.516757
"16076","Pteridium aquilinum",-62.707222,46.445
"16077","Pteridium aquilinum",-84.633338,45.422455
"16078","Pteridium aquilinum",-68.260641,47.266047
"16079","Pteridium aquilinum",-63.542571,45.738921
"16080","Pteridium aquilinum",-80.971473,44.787504
"16081","Pteridium aquilinum",-91.191785,47.384427
"16082","Pteridium aquilinum",-128.145675,52.165956
"16083","Pteridium aquilinum",-80.590886,42.666938
"16084","Pteridium aquilinum",-80.591316,42.666605
"16085","Pteridium aquilinum",-80.591401,42.666731
"16086","Pteridium aquilinum",-73.323914,41.610741
"16087","Pteridium aquilinum",-72.533462,45.945857
"16088","Pteridium aquilinum",-69.709572,43.946503
"16089","Pteridium aquilinum",-81.421853,45.19557
"16090","Pteridium aquilinum",-79.676514,39.831398
"16091","Pteridium aquilinum",-72.406054,43.636474
"16092","Pteridium aquilinum",-81.402609,46.013653
"16093","Pteridium aquilinum",-81.198725,46.110226
"16094","Pteridium aquilinum",-122.309088,37.43504
"16095","Pteridium aquilinum",-122.316083,37.433576
"16096","Pteridium aquilinum",-116.431101,32.854917
"16097","Pteridium aquilinum",-73.609375,41.44956
"16098","Pteridium aquilinum",-122.578598,45.881042
"16099","Pteridium aquilinum",-83.820482,47.861672
"16100","Pteridium aquilinum",-73.191936,43.76323
"16101","Pteridium aquilinum",-86.383628,32.041281
"16102","Pteridium aquilinum",-86.124167,32.030833
"16103","Pteridium aquilinum",-86.802222,31.795833
"16104","Pteridium aquilinum",-99.066667,21.05
"16105","Pteridium aquilinum",-116.432732,32.854443
"16106","Pteridium aquilinum",-122.301764,37.427285
"16107","Pteridium aquilinum",-81.308741,44.171298
"16108","Pteridium aquilinum",-85.954067,44.899031
"16109","Pteridium aquilinum",-122.760833,47.428333
"16110","Pteridium aquilinum",-122.738199,45.811732
"16111","Pteridium aquilinum",-128.15535,52.180558
"16112","Pteridium aquilinum",-87.05397,46.487705
"16113","Pteridium aquilinum",-119.153258,37.690813
"16114","Pteridium aquilinum",-120.565208,39.630303
"16115","Pteridium aquilinum",-84.923645,35.775067
"16116","Pteridium aquilinum",-72.524688,42.858802
"16117","Pteridium aquilinum",-72.723111,44.498335
"16118","Pteridium aquilinum",-79.753478,44.8974
"16119","Pteridium aquilinum",-80.00031,44.913913
"16120","Pteridium aquilinum",-78.837813,44.885626
"16121","Pteridium aquilinum",-80.021689,44.847758
"16122","Pteridium aquilinum",-72.871196,43.267519
"16123","Pteridium aquilinum",-91.211913,47.31962
"16124","Pteridium aquilinum",-72.344788,43.796043
"16125","Pteridium aquilinum",-85.482141,44.636036
"16126","Pteridium aquilinum",-121.874934,36.563312
"16127","Pteridium aquilinum",-78.128257,44.458182
"16128","Pteridium aquilinum",-78.638609,45.548441
"16129","Pteridium aquilinum",-123.585945,47.006592
"16130","Pteridium aquilinum",-84.563501,47.273042
"16131","Pteridium aquilinum",-122.688113,38.571081
"16132","Pteridium aquilinum",-72.927718,44.080727
"16133","Pteridium aquilinum",-111.983819,41.618592
"16134","Pteridium aquilinum",-62.873255,46.114333
"16135","Pteridium aquilinum",-122.332409,37.4089
"16136","Pteridium aquilinum",-122.196491,37.359663
"16137","Pteridium aquilinum",-122.322103,37.430037
"16138","Pteridium aquilinum",-122.200622,37.339495
"16139","Pteridium aquilinum",-122.046493,37.026892
"16140","Pteridium aquilinum",-120.620849,39.088136
"16141","Pteridium aquilinum",-120.165072,39.111357
"16142","Pteridium aquilinum",-119.164576,34.547124
"16143","Pteridium aquilinum",-87.780205,46.473186
"16144","Pteridium aquilinum",-80.289306,46.263186
"16145","Pteridium aquilinum",-80.301706,46.260903
"16146","Pteridium aquilinum",-87.780205,46.473187
"16147","Pteridium aquilinum",-78.88102,44.78255
"16148","Pteridium aquilinum",-78.153497,44.195402
"16149","Pteridium aquilinum",-90.268865,45.552754
"16150","Pteridium aquilinum",-66.963545,46.011885
"16151","Pteridium aquilinum",-123.486708,41.102689
"16152","Pteridium aquilinum",-87.69426,46.532826
"16153","Pteridium aquilinum",-122.295294,37.274181
"16154","Pteridium aquilinum",-88.522375,44.651525
"16155","Pteridium aquilinum",-59.887445,46.118033
"16156","Pteridium aquilinum",-87.994208,46.585638
"16157","Pteridium aquilinum",-122.136733,37.052433
"16158","Pteridium aquilinum",-80.991669,44.684723
"16159","Pteridium aquilinum",-76.234958,44.279687
"16160","Pteridium aquilinum",-116.073928,44.937533
"16161","Pteridium aquilinum",-84.700127,47.369687
"16162","Pteridium aquilinum",-76.041865,44.53318
"16163","Pteridium aquilinum",-119.30403,37.097703
"16164","Pteridium aquilinum",-74.787995,44.152176
"16165","Pteridium aquilinum",-122.248938,37.895245
"16166","Pteridium aquilinum",-121.610099,39.917
"16167","Pteridium aquilinum",-122.226357,37.229525
"16168","Pteridium aquilinum",-122.224113,37.244881
"16169","Pteridium aquilinum",-122.36556,37.436886
"16170","Pteridium aquilinum",-122.604426,37.902825
"16171","Pteridium aquilinum",-122.76155,38.52442
"16172","Pteridium aquilinum",-122.760305,38.52322
"16173","Pteridium aquilinum",-122.341388,37.445978
"16174","Pteridium aquilinum",-122.34175,37.449607
"16175","Pteridium aquilinum",-122.260155,37.349628
"16176","Pteridium aquilinum",-121.030197,39.181075
"16177","Pteridium aquilinum",-122.958741,38.188368
"16178","Pteridium aquilinum",-122.609108,37.952708
"16179","Pteridium aquilinum",-121.845995,36.950817
"16180","Pteridium aquilinum",-81.041664,44.789165
"16181","Pteridium aquilinum",-89.709707,45.53276
"16182","Pteridium aquilinum",-73.023663,44.604274
"16183","Pteridium aquilinum",-82.074838,46.226838
"16184","Pteridium aquilinum",-70.563684,41.909224
"16185","Pteridium aquilinum",-95.372322,50.08082
"16186","Pteridium aquilinum",-120.161091,39.158282
"16187","Pteridium aquilinum",-91.194947,47.3834
"16188","Pteridium aquilinum",-82.074827,46.224355
"16189","Pteridium aquilinum",-122.218628,37.333747
"16190","Pteridium aquilinum",-123.569815,41.68683
"16191","Pteridium aquilinum",-123.560558,41.674479
"16192","Pteridium aquilinum",-78.50617,45.574615
"16193","Pteridium aquilinum",-81.232829,44.995324
"16194","Pteridium aquilinum",-122.19383,37.876013
"16195","Pteridium aquilinum",-89.901882,43.91897
"16196","Pteridium aquilinum",-72.305034,44.600176
"16197","Pteridium aquilinum",-79.513353,45.817955
"16198","Pteridium aquilinum",-121.629983,36.17345
"16199","Pteridium aquilinum",-122.872025,38.067244
"16200","Pteridium aquilinum",-122.337323,37.18593
"16201","Pteridium aquilinum",-122.337467,37.185944
"16202","Pteridium aquilinum",-122.337475,37.185904
"16203","Pteridium aquilinum",-116.597038,32.959308
"16204","Pteridium aquilinum",-72.295897,43.696463
"16205","Pteridium aquilinum",-89.900204,43.919767
"16206","Pteridium aquilinum",-87.402613,46.560882
"16207","Pteridium aquilinum",-72.335846,43.843098
"16208","Pteridium aquilinum",-78.77074,45.662303
"16209","Pteridium aquilinum",-78.452592,45.730658
"16210","Pteridium aquilinum",-78.639467,45.548456
"16211","Pteridium aquilinum",-122.293838,37.400015
"16212","Pteridium aquilinum",-116.962341,34.236016
"16213","Pteridium aquilinum",-87.567917,46.666393
"16214","Pteridium aquilinum",-80.848221,41.421986
"16215","Pteridium aquilinum",-117.126627,34.215017
"16216","Pteridium aquilinum",-117.161913,34.233601
"16217","Pteridium aquilinum",-118.815395,36.636085
"16218","Pteridium aquilinum",-116.675514,33.797737
"16219","Pteridium aquilinum",-122.299944,37.431884
"16220","Pteridium aquilinum",-72.363128,44.509625
"16221","Pteridium aquilinum",-72.398195,44.544483
"16222","Pteridium aquilinum",-120.505239,39.287811
"16223","Pteridium aquilinum",-72.18916,42.53231
"16224","Pteridium aquilinum",-87.444,32.89059
"16225","Pteridium aquilinum",-83.45515,35.03036
"16226","Pteridium aquilinum",-87.42036,32.92615
"16227","Pteridium aquilinum",-80.52541,37.37313
"16228","Pteridium aquilinum",-71.21355,44.12179
"16229","Pteridium aquilinum",-65.282557,44.513084
"16230","Pteridium aquilinum",-121.79208,45.305449
"16231","Pteridium aquilinum",-72.994556,44.80141
"16232","Pteridium aquilinum",-72.057186,42.808591
"16233","Pteridium aquilinum",-123.448875,48.77068
"16234","Pteridium aquilinum",-79.527367,45.003278
"16235","Pteridium aquilinum",-91.483612,47.986111
"16236","Pteridium aquilinum",-89.812897,43.236956
"16237","Pteridium aquilinum",-72.559907,45.177477
"16238","Pteridium aquilinum",-96.681385,17.170615
"16239","Pteridium aquilinum",-122.894056,38.118929
"16240","Pteridium aquilinum",-92.006667,47.893056
"16241","Pteridium aquilinum",-85.099493,46.463385
"16242","Pteridium aquilinum",-71.48029,42.501904
"16243","Pteridium aquilinum",-79.495277,39.870556
"16244","Pteridium aquilinum",-83.924855,42.547008
"16245","Pteridium aquilinum",-72.546005,44.52767
"16246","Pteridium aquilinum",-121.522471,36.020043
"16247","Pteridium aquilinum",-75.98876,44.505461
"16248","Pteridium aquilinum",-80.343281,32.606939
"16249","Pteridium aquilinum",-122.316747,37.434026
"16250","Pteridium aquilinum",-90.199561,44.074189
"16251","Pteridium aquilinum",-123.932161,47.862882
"16252","Pteridium aquilinum",-120.121417,38.884267
"16253","Pteridium aquilinum",-122.661043,38.020097
"16254","Pteridium aquilinum",-122.138572,37.050552
"16255","Pteridium aquilinum",-91.280442,47.405785
"16256","Pteridium aquilinum",-88.279566,45.821442
"16257","Pteridium aquilinum",-91.80799,47.956815
"16258","Pteridium aquilinum",-90.108086,47.982277
"16259","Pteridium aquilinum",-91.216924,47.429305
"16260","Pteridium aquilinum",-91.164902,47.424308
"16261","Pteridium aquilinum",-119.185444,37.93975
"16262","Pteridium aquilinum",-105.8,25.083333
"16263","Pteridium aquilinum",-79.316667,44.833333
"16264","Pteridium aquilinum",-79.525833,44.031389
"16265","Pteridium aquilinum",-81.85,47.416667
"16266","Pteridium aquilinum",-79.101012,44.6492499990568
"16267","Pteridium aquilinum",-90.588945,43.180336
"16268","Pteridium aquilinum",-89.421975,45.628488
"16269","Pteridium aquilinum",-100.693073,19.973331
"16270","Pteridium aquilinum",-121.568363,46.738818
"16271","Pteridium aquilinum",-91.741944,47.854167
"16272","Pteridium aquilinum",-117.536455,51.255097
"16273","Pteridium aquilinum",-53.940087,48.652504
"16274","Pteridium aquilinum",-90.588835,43.180334
"16275","Pteridium aquilinum",-116.693012,33.750037
"16276","Pteridium aquilinum",-87.543304,46.641754
"16277","Pteridium aquilinum",-83.153489,34.86885
"16278","Pteridium aquilinum",-80.929913,44.74652
"16279","Pteridium aquilinum",-81.289291,44.81322
"16280","Pteridium aquilinum",-84.924805,46.30228
